listing_id,price_egp,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,district,compound_name,distance_to_auc_km,distance_to_mall_km,distance_to_metro_km,finishing_type,has_balcony,has_parking,has_security,has_amenities,view_type,listing_date,days_on_market,seller_type,is_negotiable
NCR-2024-01598,4950000,192,3,4,6,5,Rehab City,Rehab 1,7.2,2.0,11.1,Super Lux,Yes,Yes,Yes,Yes,Street,2025-06-06,154,Broker,Yes
NCR-2024-01599,2700000,109,2,2,3,12,Katameya,Katameya Heights,12.8,1.4,12.0,Semi-finished,Yes,No,Yes,Yes,Street,2025-10-26,12,Broker,Yes
NCR-2024-01600,4900000,170,3,4,8,8,Madinaty,,11.8,6.1,5.9,Lux,Yes,Yes,Yes,Yes,Garden,2025-05-17,174,Broker,Yes
NCR-2024-01601,4900000,208,3,3,15,8,Fifth Settlement,Mountain View,8.6,6.3,11.1,Lux,Yes,No,Yes,No,Street,2025-06-11,149,Broker,Yes
NCR-2024-01602,5100000,172,3,3,14,19,Katameya,Katameya Heights,6.0,7.8,3.5,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-07-22,108,Owner,Yes
NCR-2024-01603,4750000,211,3,4,9,8,Madinaty,Madinaty B3,19.5,6.3,13.1,Semi-finished,Yes,No,Yes,Yes,Garden,2025-08-17,82,Broker,Yes
NCR-2024-01604,6750000,287,4,4,5,14,Fifth Settlement,Palm Hills,24.8,2.3,5.0,Lux,Yes,No,Yes,No,Street,2025-08-30,69,Broker,Yes
NCR-2024-01605,4700000,189,3,2,13,12,Fifth Settlement,Hyde Park,19.9,0.8,11.4,Super Lux,Yes,Yes,Yes,Yes,Street,2025-10-01,37,Owner,Yes
NCR-2024-01606,3050000,109,2,3,2,15,Madinaty,Madinaty B4,8.8,7.9,5.7,Lux,No,No,Yes,Yes,Compound,2025-09-17,51,Broker,Yes
NCR-2024-01607,4550000,155,3,3,2,1,Fifth Settlement,Moon Valley,7.6,3.1,3.8,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-10-28,10,Broker,Yes
NCR-2024-01608,2150000,71,1,2,7,13,New Cairo (Other),,7.0,2.8,8.8,Lux,Yes,No,Yes,Yes,Garden,2025-06-10,150,Owner,Yes
NCR-2024-01609,3350000,102,2,3,1,5,Rehab City,,5.1,7.3,5.0,Super Lux,No,No,Yes,No,Compound,2025-07-29,101,Owner,Yes
NCR-2024-01610,4400000,178,3,3,10,1,Fifth Settlement,,14.7,4.9,11.8,Lux,Yes,Yes,Yes,Yes,Compound,2025-11-01,6,Broker,No
NCR-2024-01611,3900000,114,2,2,12,7,Fifth Settlement,Palm Hills,15.9,2.1,5.9,Super Lux,Yes,Yes,Yes,Yes,Street,2025-06-12,148,Broker,Yes
NCR-2024-01612,3150000,135,2,2,2,3,Katameya,,18.2,7.2,7.1,Lux,Yes,Yes,Yes,No,Garden,2025-10-02,36,Broker,No
NCR-2024-01613,1900000,121,2,2,10,20,Katameya,,17.6,8.0,9.8,Semi-finished,Yes,No,No,No,Garden,2025-08-17,82,Broker,Yes
NCR-2024-01614,4850000,186,3,4,4,13,Rehab City,Rehab 3,8.7,1.2,6.4,Lux,Yes,No,No,Yes,Garden,2025-07-03,127,Broker,Yes
NCR-2024-01615,4250000,183,3,4,1,10,Fifth Settlement,Palm Hills,9.6,7.0,7.5,Lux,Yes,Yes,Yes,No,Compound,2025-07-03,127,Broker,Yes
NCR-2024-01616,2750000,148,3,3,4,13,Madinaty,Madinaty B1,17.7,3.4,12.8,Unfinished,Yes,No,No,No,Garden,2025-11-05,2,Owner,Yes
NCR-2024-01617,3150000,129,2,1,13,11,New Cairo (Other),Mirage City,10.0,4.4,5.2,Lux,No,Yes,Yes,Yes,Street,2025-11-06,1,Broker,Yes
NCR-2024-01618,5350000,189,3,3,12,15,Fifth Settlement,Hyde Park,6.9,7.4,4.0,Lux,Yes,Yes,Yes,No,Garden,2025-09-22,46,Broker,Yes
NCR-2024-01619,6200000,216,3,3,11,5,Madinaty,Madinaty B1,10.6,7.8,6.9,Lux,Yes,Yes,No,No,Garden,2025-09-26,42,Broker,Yes
NCR-2024-01620,4550000,149,2,3,13,19,Fifth Settlement,Mountain View,8.3,2.5,8.1,Lux,Yes,Yes,Yes,Yes,Garden,2025-06-09,151,Owner,Yes
NCR-2024-01621,3900000,148,2,1,10,0,Madinaty,,4.0,2.1,9.5,Lux,Yes,Yes,Yes,No,Street,2025-07-31,99,Broker,Yes
NCR-2024-01622,2600000,121,2,3,15,11,Rehab City,Rehab 4,21.1,1.1,7.5,Lux,No,Yes,No,No,Street,2025-07-06,124,Broker,No
NCR-2024-01623,4750000,214,4,5,5,6,Rehab City,Rehab 4,21.6,4.7,12.5,Unfinished,Yes,Yes,Yes,No,Compound,2025-10-31,7,Broker,Yes
NCR-2024-01624,4900000,175,3,4,9,7,Rehab City,Rehab 1,7.1,0.6,3.5,Semi-finished,No,No,Yes,Yes,Street,2025-07-19,111,Owner,Yes
NCR-2024-01625,4250000,202,3,3,1,8,Rehab City,,3.5,3.6,8.2,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-07-15,115,Broker,Yes
NCR-2024-01626,3450000,94,2,3,12,1,Madinaty,Madinaty B4,19.0,1.1,7.6,Lux,No,Yes,No,Yes,Compound,2025-08-25,74,Broker,Yes
NCR-2024-01627,4750000,219,3,3,5,16,Rehab City,Rehab 1,6.9,3.5,10.8,Lux,Yes,Yes,No,Yes,Garden,2025-05-20,171,Broker,Yes
NCR-2024-01628,4550000,180,3,4,2,19,Madinaty,Madinaty B3,11.0,0.8,14.6,Super Lux,Yes,No,Yes,No,Street,2025-09-19,49,Owner,Yes
NCR-2024-01629,5550000,213,3,3,9,12,Katameya,Lake View,3.5,6.8,9.1,Lux,No,No,No,Yes,Garden,2025-07-23,107,Broker,Yes
NCR-2024-01630,5250000,223,4,4,6,4,Madinaty,Madinaty B4,7.2,2.1,14.8,Semi-finished,No,No,Yes,Yes,Garden,2025-07-22,108,Broker,No
NCR-2024-01631,2450000,107,2,2,2,9,Fifth Settlement,Mountain View,20.2,3.0,6.6,Lux,Yes,No,No,No,Garden,2025-07-11,119,Broker,Yes
NCR-2024-01632,3350000,138,2,1,14,11,Katameya,,20.5,7.0,3.4,Semi-finished,No,Yes,Yes,Yes,Compound,2025-08-27,72,Broker,Yes
NCR-2024-01633,5150000,157,3,3,3,16,Rehab City,Rehab 3,6.8,6.1,5.0,Super Lux,Yes,Yes,Yes,Yes,Street,2025-10-28,10,Owner,No
NCR-2024-01634,4300000,146,3,4,14,20,Katameya,Katameya Heights,9.7,2.1,7.7,Lux,Yes,No,Yes,Yes,Garden,2025-06-21,139,Broker,Yes
NCR-2024-01635,4700000,143,3,2,8,5,Madinaty,Madinaty B4,5.1,1.0,6.8,Lux,Yes,No,Yes,Yes,Street,2025-06-03,157,Owner,Yes
NCR-2024-01636,2750000,115,2,2,1,2,Katameya,,3.7,5.9,4.2,Lux,Yes,Yes,Yes,No,Street,2025-05-15,176,Owner,Yes
NCR-2024-01637,4700000,208,3,3,12,14,Katameya,Lake View,24.8,3.4,8.2,Semi-finished,No,No,Yes,No,Garden,2025-08-17,82,Owner,Yes
NCR-2024-01638,3550000,149,2,2,3,6,Fifth Settlement,Hyde Park,17.1,6.2,7.1,Unfinished,Yes,No,Yes,Yes,Street,2025-08-17,82,Broker,Yes
NCR-2024-01639,4250000,144,2,1,13,5,Madinaty,Madinaty B3,14.5,3.8,4.5,Super Lux,Yes,No,No,Yes,Garden,2025-09-07,61,Broker,Yes
NCR-2024-01640,3800000,155,3,3,10,3,Madinaty,,19.6,3.1,6.6,Super Lux,Yes,No,Yes,No,Street,2025-07-26,104,Broker,No
NCR-2024-01641,4400000,168,3,2,1,18,Fifth Settlement,Moon Valley,21.3,3.9,13.6,Super Lux,Yes,Yes,Yes,No,Street,2025-08-19,80,Broker,Yes
NCR-2024-01642,2900000,112,2,1,11,4,Rehab City,,20.6,6.1,6.6,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-08-14,85,Owner,Yes
NCR-2024-01643,3500000,142,2,3,11,2,Rehab City,Rehab 1,2.4,7.3,11.6,Lux,Yes,Yes,No,No,Garden,2025-10-30,8,Broker,Yes
NCR-2024-01644,2750000,103,2,2,8,8,Madinaty,,6.3,0.9,10.3,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-09-07,61,Owner,Yes
NCR-2024-01645,2800000,104,2,3,1,5,Fifth Settlement,Mountain View,17.1,4.4,8.1,Lux,Yes,No,No,Yes,Compound,2025-07-14,116,Broker,Yes
NCR-2024-01646,4300000,188,3,2,13,12,Rehab City,Rehab 4,10.6,0.7,5.9,Lux,Yes,Yes,No,No,Street,2025-09-08,60,Broker,No
NCR-2024-01647,4400000,172,3,3,5,19,Rehab City,Rehab 1,24.6,4.0,7.4,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-08-08,91,Broker,Yes
NCR-2024-01648,2900000,114,2,1,4,3,Fifth Settlement,,17.3,7.1,10.1,Lux,Yes,Yes,Yes,Yes,Street,2025-11-03,4,Broker,Yes
NCR-2024-01649,4600000,160,3,3,7,1,Madinaty,,24.0,3.2,7.2,Lux,Yes,No,No,Yes,Street,2025-09-02,66,Owner,Yes
NCR-2024-01650,5000000,156,3,4,14,3,Rehab City,Rehab 1,6.6,7.5,5.6,Super Lux,Yes,Yes,No,Yes,Street,2025-07-26,104,Owner,Yes
NCR-2024-01651,4150000,162,3,4,5,7,Fifth Settlement,Moon Valley,21.9,5.2,4.4,Lux,Yes,Yes,Yes,No,Compound,2025-06-11,149,Broker,Yes
NCR-2024-01652,3800000,146,2,1,8,12,Fifth Settlement,Mountain View,9.4,7.5,13.6,Lux,Yes,Yes,Yes,Yes,Garden,2025-08-30,69,Broker,Yes
NCR-2024-01653,7200000,280,4,4,12,9,Fifth Settlement,Palm Hills,24.8,6.2,8.3,Lux,Yes,Yes,Yes,Yes,Street,2025-11-04,3,Broker,Yes
NCR-2024-01654,3550000,147,2,2,14,17,New Cairo (Other),,5.6,1.3,10.5,Unfinished,No,No,Yes,Yes,Compound,2025-07-01,129,Owner,Yes
NCR-2024-01655,1900000,103,2,2,11,8,Fifth Settlement,Moon Valley,13.9,2.2,8.9,Unfinished,Yes,No,Yes,No,Street,2025-06-02,158,Broker,Yes
NCR-2024-01656,2900000,118,2,1,1,0,Madinaty,Madinaty B3,20.2,3.5,13.5,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-06-09,151,Owner,Yes
NCR-2024-01657,2150000,109,2,3,5,12,Rehab City,,12.0,1.8,9.6,Lux,Yes,No,Yes,No,Street,2025-07-19,111,Owner,Yes
NCR-2024-01658,2850000,119,2,3,4,17,Madinaty,Madinaty B4,12.8,4.2,8.8,Semi-finished,Yes,Yes,Yes,No,Street,2025-07-20,110,Owner,Yes
NCR-2024-01659,3150000,108,2,3,3,14,Fifth Settlement,Mountain View,24.7,4.0,14.1,Lux,No,No,No,No,Garden,2025-08-29,70,Broker,Yes
NCR-2024-01660,3550000,142,2,3,5,1,Katameya,,11.8,7.7,11.6,Super Lux,No,Yes,No,No,Street,2025-10-15,23,Owner,Yes
NCR-2024-01661,4100000,195,3,4,10,10,New Cairo (Other),,15.9,3.8,4.3,Lux,Yes,No,No,Yes,Garden,2025-06-16,144,Broker,Yes
NCR-2024-01662,5250000,216,3,3,15,13,Katameya,Katameya Heights,3.3,6.4,5.1,Super Lux,Yes,Yes,No,Yes,Garden,2025-06-27,133,Owner,Yes
NCR-2024-01663,2750000,107,2,2,3,14,Fifth Settlement,Mountain View,21.4,7.6,12.4,Lux,No,Yes,Yes,No,Compound,2025-10-17,21,Broker,Yes
NCR-2024-01664,4800000,162,3,2,8,13,Fifth Settlement,Palm Hills,16.9,7.1,13.0,Lux,Yes,Yes,No,No,Garden,2025-07-19,111,Broker,Yes
NCR-2024-01665,4550000,201,3,4,13,15,Rehab City,Rehab 3,11.3,2.1,9.5,Unfinished,No,Yes,No,Yes,Street,2025-06-14,146,Owner,Yes
NCR-2024-01666,3950000,172,3,4,3,14,Katameya,Katameya Dunes,2.4,4.2,9.7,Lux,No,No,No,Yes,Street,2025-07-17,113,Broker,Yes
NCR-2024-01667,2600000,128,2,3,1,18,Madinaty,Madinaty B1,15.6,3.1,10.6,Unfinished,Yes,Yes,Yes,Yes,Garden,2025-10-17,21,Broker,Yes
NCR-2024-01668,4250000,157,3,4,9,8,Katameya,Lake View,2.3,3.5,8.3,Super Lux,No,Yes,Yes,No,Street,2025-07-08,122,Broker,Yes
NCR-2024-01669,5350000,212,3,4,15,4,Rehab City,Rehab 3,2.0,3.2,11.2,Super Lux,No,No,Yes,No,Street,2025-09-05,63,Owner,No
NCR-2024-01670,5000000,172,3,4,9,4,Madinaty,Madinaty B1,16.2,6.7,4.3,Lux,No,Yes,Yes,Yes,Garden,2025-10-20,18,Broker,Yes
NCR-2024-01671,3150000,121,2,2,6,10,Fifth Settlement,Mountain View,6.3,3.9,14.5,Semi-finished,Yes,No,No,Yes,Street,2025-08-30,69,Broker,Yes
NCR-2024-01672,4600000,200,3,4,10,19,Fifth Settlement,Palm Hills,6.4,4.4,12.0,Super Lux,Yes,Yes,Yes,Yes,Compound,2025-10-01,37,Broker,Yes
NCR-2024-01673,5150000,193,3,3,1,3,Madinaty,Madinaty B4,17.0,7.9,10.6,Super Lux,Yes,Yes,No,Yes,Street,2025-09-06,62,Broker,Yes
NCR-2024-01674,4350000,156,3,3,8,19,Fifth Settlement,Hyde Park,3.2,0.9,6.8,Lux,Yes,No,Yes,No,Compound,2025-09-02,66,Broker,Yes
NCR-2024-01675,2600000,108,2,3,2,17,Madinaty,,9.2,4.2,4.9,Lux,Yes,Yes,Yes,No,Compound,2025-08-23,76,Broker,Yes
NCR-2024-01676,3050000,116,2,3,9,2,Rehab City,Rehab 1,5.4,6.3,7.9,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-11-06,1,Broker,No
NCR-2024-01677,5300000,209,3,2,14,3,Rehab City,Rehab 2,15.3,1.6,10.9,Lux,Yes,No,Yes,Yes,Garden,2025-07-15,115,Broker,Yes
NCR-2024-01678,5050000,173,3,2,8,13,Fifth Settlement,Moon Valley,17.2,5.1,10.6,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-05-16,175,Broker,Yes
NCR-2024-01679,2750000,109,2,3,3,6,Fifth Settlement,Palm Hills,18.6,2.3,7.6,Semi-finished,Yes,No,Yes,No,Garden,2025-05-24,167,Broker,Yes
NCR-2024-01680,6300000,224,4,4,13,7,Fifth Settlement,,7.9,7.0,10.4,Lux,Yes,No,Yes,Yes,Garden,2025-10-14,24,Broker,Yes
NCR-2024-01681,1900000,93,2,3,5,15,New Cairo (Other),,4.1,3.0,12.8,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-08-24,75,Broker,Yes
NCR-2024-01682,4550000,213,3,3,9,19,Madinaty,Madinaty B1,3.8,3.0,3.3,Semi-finished,Yes,No,Yes,No,Street,2025-10-11,27,Owner,Yes
NCR-2024-01683,3450000,213,3,2,13,14,Fifth Settlement,Moon Valley,11.8,5.0,8.4,Unfinished,Yes,Yes,No,No,Street,2025-05-28,163,Broker,Yes
NCR-2024-01684,3600000,150,3,3,1,6,Madinaty,Madinaty B2,23.8,1.9,12.1,Lux,No,Yes,Yes,No,Compound,2025-05-14,177,Owner,Yes
NCR-2024-01685,4650000,155,3,2,9,16,Katameya,Lake View,7.0,2.6,9.6,Lux,Yes,No,Yes,Yes,Street,2025-07-06,124,Owner,No
NCR-2024-01686,3200000,115,2,1,15,11,Fifth Settlement,Moon Valley,7.9,3.6,10.8,Lux,Yes,No,Yes,Yes,Street,2025-09-06,62,Broker,Yes
NCR-2024-01687,4850000,200,3,4,4,17,Madinaty,Madinaty B4,4.3,3.2,9.2,Semi-finished,No,No,Yes,Yes,Street,2025-07-02,128,Broker,Yes
NCR-2024-01688,3000000,119,2,2,4,13,Rehab City,Rehab 2,15.9,4.4,14.9,Lux,No,No,Yes,No,Compound,2025-08-20,79,Broker,Yes
NCR-2024-01689,5500000,219,3,3,15,14,Fifth Settlement,,17.6,5.0,3.7,Lux,Yes,Yes,Yes,No,Garden,2025-06-04,156,Owner,Yes
NCR-2024-01690,3450000,146,3,2,4,14,Madinaty,Madinaty B4,16.8,4.8,8.9,Semi-finished,No,Yes,No,No,Compound,2025-11-01,6,Broker,Yes
NCR-2024-01691,4500000,155,3,3,10,4,New Cairo (Other),,21.8,5.4,4.1,Super Lux,No,Yes,Yes,Yes,Compound,2025-11-06,1,Broker,Yes
NCR-2024-01692,2550000,124,2,3,12,15,Fifth Settlement,Mountain View,13.2,2.8,4.9,Semi-finished,Yes,Yes,Yes,No,Compound,2025-10-19,19,Broker,No
NCR-2024-01693,4500000,155,3,3,9,4,Katameya,Katameya Plaza,5.1,1.4,7.6,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-10-01,37,Broker,Yes
NCR-2024-01694,3950000,129,2,3,14,1,Madinaty,Madinaty B1,8.7,6.2,4.9,Lux,Yes,No,Yes,Yes,Street,2025-08-12,87,Owner,Yes
NCR-2024-01695,2500000,101,2,2,6,19,Fifth Settlement,Hyde Park,17.2,6.9,14.6,Lux,Yes,Yes,Yes,Yes,Street,2025-09-14,54,Owner,Yes
NCR-2024-01696,4000000,174,3,3,11,8,Rehab City,,16.1,2.4,14.4,Lux,Yes,No,Yes,No,Garden,2025-09-11,57,Broker,Yes
NCR-2024-01697,3150000,138,2,2,8,8,Fifth Settlement,Moon Valley,14.2,3.6,7.0,Unfinished,No,No,Yes,Yes,Street,2025-06-15,145,Broker,Yes
NCR-2024-01698,4650000,160,3,3,12,3,Rehab City,Rehab 4,17.7,4.2,10.7,Super Lux,Yes,Yes,Yes,No,Garden,2025-10-13,25,Owner,Yes
NCR-2024-01699,3000000,139,2,3,14,14,Fifth Settlement,Hyde Park,16.7,4.5,9.4,Lux,Yes,Yes,Yes,No,Garden,2025-07-21,109,Broker,Yes
NCR-2024-01700,3150000,132,2,2,4,10,Rehab City,Rehab 3,22.3,5.4,12.8,Semi-finished,Yes,Yes,No,Yes,Garden,2025-07-02,128,Owner,No
NCR-2024-01701,3700000,156,3,4,3,0,Rehab City,Rehab 2,15.5,0.8,10.5,Unfinished,Yes,Yes,Yes,No,Street,2025-10-27,11,Owner,Yes
NCR-2024-01702,3700000,171,3,2,14,17,Fifth Settlement,,19.9,5.9,3.0,Semi-finished,Yes,No,Yes,Yes,Street,2025-07-28,102,Broker,Yes
NCR-2024-01703,3950000,130,2,3,1,0,Fifth Settlement,Moon Valley,7.7,1.0,12.2,Lux,Yes,Yes,No,Yes,Garden,2025-08-16,83,Broker,Yes
NCR-2024-01704,4300000,145,3,4,10,7,Katameya,,17.6,4.0,12.0,Super Lux,Yes,No,Yes,No,Street,2025-10-04,34,Owner,Yes
NCR-2024-01705,3600000,166,3,3,15,15,Rehab City,Rehab 1,22.8,6.7,9.1,Lux,No,No,Yes,No,Garden,2025-06-23,137,Broker,Yes
NCR-2024-01706,4700000,159,3,3,15,17,Katameya,Katameya Dunes,10.9,3.9,13.8,Super Lux,Yes,Yes,No,Yes,Garden,2025-06-09,151,Owner,Yes
NCR-2024-01707,3450000,114,2,3,7,8,Fifth Settlement,Mountain View,19.9,1.6,13.9,Semi-finished,Yes,No,Yes,No,Nile,2025-07-23,107,Broker,Yes
NCR-2024-01708,4450000,205,3,3,4,11,Madinaty,,18.7,7.9,9.3,Semi-finished,Yes,Yes,Yes,No,Compound,2025-10-29,9,Broker,No
NCR-2024-01709,4350000,148,3,3,14,18,Katameya,Lake View,3.4,7.2,10.3,Semi-finished,Yes,Yes,No,Yes,Garden,2025-09-04,64,Owner,Yes
NCR-2024-01710,5050000,192,3,3,8,17,Fifth Settlement,Mountain View,15.4,6.3,15.0,Semi-finished,Yes,Yes,No,Yes,Garden,2025-10-12,26,Owner,Yes
NCR-2024-01711,3450000,127,2,3,14,4,Fifth Settlement,Palm Hills,5.0,3.6,6.6,Lux,Yes,Yes,Yes,No,Street,2025-08-02,97,Broker,No
NCR-2024-01712,4600000,142,3,4,3,1,Madinaty,Madinaty B4,24.2,1.9,6.9,Super Lux,Yes,Yes,Yes,Yes,Street,2025-07-22,108,Broker,Yes
NCR-2024-01713,5150000,209,3,3,1,6,Fifth Settlement,Palm Hills,20.7,7.6,5.2,Lux,Yes,No,Yes,No,Garden,2025-06-13,147,Broker,Yes
NCR-2024-01714,6100000,194,3,3,5,9,Fifth Settlement,Moon Valley,4.5,4.5,13.8,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-14,54,Broker,Yes
NCR-2024-01715,2250000,90,2,3,14,14,Rehab City,Rehab 4,4.8,6.9,11.9,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-08-03,96,Broker,Yes
NCR-2024-01716,4800000,209,3,2,2,6,Fifth Settlement,Mountain View,15.7,3.1,4.3,Super Lux,No,Yes,Yes,No,Street,2025-10-09,29,Broker,Yes
NCR-2024-01717,4100000,184,3,3,3,4,Rehab City,Rehab 1,9.9,3.0,14.8,Semi-finished,Yes,Yes,No,Yes,Compound,2025-07-05,125,Broker,No
NCR-2024-01718,2400000,123,2,1,14,14,Katameya,Katameya Plaza,2.8,7.9,11.8,Semi-finished,No,Yes,Yes,No,Street,2025-05-17,174,Broker,Yes
NCR-2024-01719,3450000,136,2,3,6,19,Fifth Settlement,Mountain View,14.5,4.4,13.2,Lux,Yes,Yes,No,Yes,Compound,2025-06-30,130,Broker,Yes
NCR-2024-01720,4950000,218,3,2,3,19,Rehab City,,10.9,1.6,3.6,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-23,45,Owner,Yes
NCR-2024-01721,2500000,85,1,2,3,14,Madinaty,Madinaty B1,4.3,2.1,9.1,Lux,Yes,Yes,Yes,Yes,Street,2025-07-07,123,Owner,Yes
NCR-2024-01722,5500000,213,4,3,12,9,New Cairo (Other),,20.4,4.1,11.4,Lux,No,Yes,Yes,No,Street,2025-08-03,96,Broker,Yes
NCR-2024-01723,5050000,193,3,4,6,13,Madinaty,Madinaty B2,23.0,0.8,9.5,Semi-finished,Yes,No,Yes,Yes,Street,2025-07-18,112,Broker,Yes
NCR-2024-01724,4750000,210,3,4,5,9,Madinaty,Madinaty B4,19.4,4.0,11.0,Super Lux,Yes,Yes,Yes,Yes,Compound,2025-05-18,173,Broker,Yes
NCR-2024-01725,2750000,135,2,2,10,16,Rehab City,Rehab 1,20.9,3.6,12.8,Semi-finished,Yes,No,No,Yes,Compound,2025-10-09,29,Owner,Yes
NCR-2024-01726,3100000,147,2,2,9,20,Madinaty,Madinaty B1,7.0,6.3,7.5,Semi-finished,Yes,Yes,Yes,No,Garden,2025-10-27,11,Owner,Yes
NCR-2024-01727,4900000,170,3,3,1,13,Rehab City,Rehab 1,8.1,3.2,13.2,Super Lux,No,Yes,Yes,Yes,Garden,2025-07-03,127,Broker,Yes
NCR-2024-01728,2600000,113,2,2,13,1,Fifth Settlement,Moon Valley,6.8,7.9,5.0,Semi-finished,Yes,Yes,Yes,No,Garden,2025-10-01,37,Broker,Yes
NCR-2024-01729,5050000,198,3,4,3,15,Madinaty,Madinaty B2,19.6,1.9,6.3,Semi-finished,Yes,Yes,Yes,No,Garden,2025-09-19,49,Broker,Yes
NCR-2024-01730,2650000,120,2,2,3,12,Katameya,Katameya Plaza,23.8,4.9,3.5,Semi-finished,No,Yes,Yes,No,Garden,2025-07-08,122,Owner,Yes
NCR-2024-01731,3450000,118,2,3,11,8,Rehab City,Rehab 4,18.5,1.2,7.4,Super Lux,Yes,No,No,Yes,Street,2025-08-12,87,Broker,No
NCR-2024-01732,2500000,91,1,1,6,6,Fifth Settlement,Hyde Park,22.3,6.0,7.6,Super Lux,Yes,Yes,Yes,No,Compound,2025-06-25,135,Broker,Yes
NCR-2024-01733,4450000,156,3,3,8,15,Fifth Settlement,Hyde Park,16.7,8.0,12.7,Super Lux,No,No,Yes,Yes,Garden,2025-08-12,87,Broker,Yes
NCR-2024-01734,5600000,213,4,4,3,9,Fifth Settlement,,10.9,6.6,10.8,Lux,Yes,Yes,No,No,Street,2025-08-17,82,Broker,Yes
NCR-2024-01735,3250000,129,2,2,3,8,Fifth Settlement,,11.8,4.7,8.2,Semi-finished,Yes,Yes,Yes,No,Compound,2025-05-23,168,Broker,Yes
NCR-2024-01736,4000000,125,2,2,6,6,Fifth Settlement,Mountain View,3.7,4.1,10.8,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-06-16,144,Broker,Yes
NCR-2024-01737,2750000,147,2,3,8,15,New Cairo (Other),,2.7,6.8,3.6,Unfinished,Yes,Yes,Yes,Yes,Street,2025-11-03,4,Owner,Yes
NCR-2024-01738,4400000,163,3,3,6,8,Katameya,Katameya Plaza,18.0,7.5,5.2,Super Lux,Yes,No,Yes,Yes,Street,2025-07-24,106,Broker,No
NCR-2024-01739,3700000,134,2,1,13,16,Madinaty,Madinaty B3,12.1,7.9,10.5,Super Lux,Yes,No,Yes,Yes,Garden,2025-07-07,123,Broker,Yes
NCR-2024-01740,3400000,202,3,4,12,19,Madinaty,Madinaty B1,14.7,3.5,10.7,Semi-finished,No,No,Yes,No,Compound,2025-05-29,162,Broker,Yes
NCR-2024-01741,4500000,164,3,4,14,6,Madinaty,Madinaty B1,14.8,7.9,12.3,Lux,No,Yes,Yes,Yes,Compound,2025-10-03,35,Broker,Yes
NCR-2024-01742,5850000,198,3,2,10,10,Rehab City,Rehab 3,8.4,1.7,7.8,Lux,No,Yes,Yes,No,Garden,2025-10-02,36,Broker,Yes
NCR-2024-01743,3150000,121,2,2,3,7,Rehab City,Rehab 3,12.9,2.4,11.7,Lux,Yes,No,Yes,Yes,Street,2025-09-26,42,Broker,Yes
NCR-2024-01744,5700000,281,4,4,4,6,Rehab City,,12.8,1.2,11.2,Super Lux,No,Yes,Yes,No,Street,2025-09-30,38,Owner,No
NCR-2024-01745,2600000,135,2,3,1,18,Rehab City,,10.9,2.5,14.6,Lux,Yes,No,No,No,Street,2025-08-26,73,Broker,Yes
NCR-2024-01746,2500000,107,2,3,13,19,Madinaty,Madinaty B2,20.9,6.3,5.6,Lux,Yes,Yes,No,No,Compound,2025-10-02,36,Owner,Yes
NCR-2024-01747,5650000,176,3,4,8,11,Fifth Settlement,Palm Hills,12.4,6.9,9.6,Lux,Yes,No,Yes,Yes,Compound,2025-08-08,91,Owner,Yes
NCR-2024-01748,3750000,165,3,4,4,6,Rehab City,,15.9,6.3,10.2,Semi-finished,Yes,No,Yes,Yes,Street,2025-09-07,61,Broker,Yes
NCR-2024-01749,3700000,98,2,2,6,7,Rehab City,Rehab 1,22.6,5.2,15.0,Super Lux,Yes,No,Yes,Yes,Compound,2025-05-15,176,Broker,Yes
NCR-2024-01750,3000000,149,2,3,11,6,Madinaty,,21.9,4.4,5.4,Unfinished,No,Yes,Yes,Yes,Garden,2025-09-19,49,Broker,Yes
NCR-2024-01751,4700000,203,3,3,3,5,Rehab City,Rehab 3,22.5,5.8,9.3,Lux,Yes,Yes,No,No,Street,2025-07-05,125,Broker,No
NCR-2024-01752,2550000,97,2,1,11,8,Madinaty,Madinaty B4,8.2,3.4,7.2,Unfinished,Yes,Yes,Yes,No,Garden,2025-08-22,77,Broker,Yes
NCR-2024-01753,4300000,159,3,3,12,12,Madinaty,Madinaty B1,2.8,6.8,9.3,Super Lux,Yes,No,Yes,Yes,Compound,2025-06-27,133,Broker,No
NCR-2024-01754,4400000,193,3,4,11,6,Madinaty,Madinaty B3,8.0,5.6,5.8,Lux,No,No,Yes,Yes,Street,2025-06-27,133,Broker,Yes
NCR-2024-01755,3300000,131,2,3,6,7,Rehab City,,8.4,5.7,3.6,Lux,Yes,Yes,Yes,Yes,Compound,2025-10-20,18,Owner,No
